14,14360000,0,160000,9,1440000
14,14360000,1,80000,5,400000
14,14360000,2,170000,6,1020000
14,14360000,3,110000,5,550000
14,14360000,4,170000,8,1360000
14,14360000,5,80000,6,480000
14,14360000,6,60000,8,480000
14,14360000,7,120000,7,840000
14,14360000,8,190000,6,1140000
14,14360000,9,210000,7,1470000
14,14360000,10,150000,5,750000
14,14360000,11,150000,9,1350000
14,14360000,12,80000,7,560000
14,14360000,13,180000,5,900000
14,14360000,14,270000,6,1620000
15,9450000,0,280000,7,1960000
15,9450000,1,100000,10,1000000
15,9450000,2,230000,5,1150000
15,9450000,3,130000,8,1040000
15,9450000,4,80000,10,800000
15,9450000,5,60000,10,600000
15,9450000,6,260000,5,1300000
15,9450000,7,100000,9,900000
15,9450000,8,70000,10,700000
16,9100000,0,130000,6,780000
16,9100000,1,140000,7,980000
16,9100000,2,130000,10,1300000
16,9100000,3,110000,8,880000
16,9100000,4,110000,5,550000
16,9100000,5,290000,5,1450000
16,9100000,6,190000,10,1900000
16,9100000,7,180000,7,1260000
17,6550000,0,170000,8,1360000
17,6550000,1,200000,8,1600000
17,6550000,2,130000,5,650000
17,6550000,3,210000,8,1680000
17,6550000,4,180000,7,1260000
18,11480000,0,120000,7,840000
18,11480000,1,130000,5,650000
18,11480000,2,200000,9,1800000
18,11480000,3,50000,7,350000
18,11480000,4,120000,9,1080000
18,11480000,5,70000,8,560000
18,11480000,6,150000,10,1500000
18,11480000,7,60000,8,480000
18,11480000,8,80000,9,720000
18,11480000,9,200000,9,1800000
18,11480000,10,170000,10,1700000
19,8930000,0,230000,8,1840000
19,8930000,1,130000,6,780000
19,8930000,2,340000,5,1700000
19,8930000,3,80000,7,560000
19,8930000,4,130000,6,780000
19,8930000,5,140000,6,840000
19,8930000,6,110000,9,990000
19,8930000,7,180000,8,1440000
20,8430000,0,250000,7,1750000
20,8430000,1,140000,5,700000
20,8430000,2,60000,8,480000
20,8430000,3,180000,10,1800000
20,8430000,4,100000,5,500000
20,8430000,5,180000,10,1800000
20,8430000,6,200000,7,1400000
21,5210000,0,250000,5,1250000
21,5210000,1,80000,6,480000
21,5210000,2,60000,7,420000
21,5210000,3,190000,6,1140000
21,5210000,4,240000,8,1920000
22,12350000,0,180000,7,1260000
22,12350000,1,120000,9,1080000
22,12350000,2,390000,5,1950000
22,12350000,3,180000,8,1440000
22,12350000,4,200000,5,1000000
22,12350000,5,130000,6,780000
22,12350000,6,390000,5,1950000
22,12350000,7,240000,5,1200000
22,12350000,8,70000,7,490000
22,12350000,9,150000,8,1200000
23,9980000,0,130000,7,910000
23,9980000,1,190000,7,1330000
23,9980000,2,90000,7,630000
23,9980000,3,240000,8,1920000
23,9980000,4,320000,6,1920000
23,9980000,5,230000,6,1380000
23,9980000,6,90000,7,630000
23,9980000,7,140000,9,1260000
24,6230000,0,100000,10,1000000
24,6230000,1,130000,6,780000
24,6230000,2,80000,8,640000
24,6230000,3,210000,6,1260000
24,6230000,4,50000,9,450000
24,6230000,5,150000,6,900000
24,6230000,6,240000,5,1200000
25,13350000,0,80000,7,560000
25,13350000,1,50000,5,250000
25,13350000,2,370000,5,1850000
25,13350000,3,250000,6,1500000
25,13350000,4,50000,7,350000
25,13350000,5,70000,7,490000
25,13350000,6,220000,6,1320000
25,13350000,7,120000,8,960000
25,13350000,8,60000,6,360000
25,13350000,9,110000,8,880000
25,13350000,10,250000,6,1500000
25,13350000,11,120000,9,1080000
25,13350000,12,50000,6,300000
25,13350000,13,390000,5,1950000
26,6120000,0,140000,6,840000
26,6120000,1,330000,5,1650000
26,6120000,2,180000,5,900000
26,6120000,3,260000,5,1300000
26,6120000,4,130000,6,780000
26,6120000,5,130000,5,650000
27,14540000,0,170000,9,1530000
27,14540000,1,110000,7,770000
27,14540000,2,160000,7,1120000
27,14540000,3,100000,10,1000000
27,14540000,4,100000,8,800000
27,14540000,5,70000,7,490000
27,14540000,6,90000,8,720000
27,14540000,7,120000,8,960000
27,14540000,8,150000,8,1200000
27,14540000,9,50000,6,300000
27,14540000,10,70000,8,560000
27,14540000,11,150000,6,900000
27,14540000,12,170000,10,1700000
27,14540000,13,130000,10,1300000
27,14540000,14,170000,7,1190000
28,6070000,0,90000,7,630000
28,6070000,1,210000,9,1890000
28,6070000,2,300000,6,1800000
28,6070000,3,50000,8,400000
28,6070000,4,270000,5,1350000
29,8700000,0,220000,6,1320000
29,8700000,1,190000,10,1900000
29,8700000,2,290000,5,1450000
29,8700000,3,220000,5,1100000
29,8700000,4,70000,8,560000
29,8700000,5,90000,5,450000
29,8700000,6,320000,6,1920000
30,13280000,0,290000,6,1740000
30,13280000,1,320000,6,1920000
30,13280000,2,70000,8,560000
30,13280000,3,330000,5,1650000
30,13280000,4,280000,5,1400000
30,13280000,5,100000,9,900000
30,13280000,6,390000,5,1950000
30,13280000,7,50000,10,500000
30,13280000,8,80000,10,800000
30,13280000,9,310000,6,1860000
